X,Y,Z
57.86363636363636,7.609509883792872e-15,-19.999999999999986
55.9816715542522,7.8399841017849e-15,-24.999999999999986
53.283357771260995,8.170432235528436e-15,-29.999999999999986
49.96810850439883,8.576433175832273e-15,-34.999999999999986
45.94868035190616,9.068671157967562e-15,-39.999999999999986
40.88233137829913,9.689119963356696e-15,-44.999999999999986
34.339076246334315,1.0490437608693215e-14,-49.99999999999998
25.92008797653959,1.1521466312359539e-14,-54.99999999999998
10.9391495601173,1.3356102140349056e-14,-59.99999999999998
53.240251388551826,22.052834189291158,-19.999999999999986
51.397910971813765,21.289711802170157,-24.999999999999986
48.78984781936897,20.20941667290199,-29.999999999999986
45.7615007593558,18.955034249071847,-34.999999999999986
41.93864439462436,17.371555295795776,-39.999999999999986
37.27522021475616,15.439901753395738,-44.999999999999986
31.31640042936904,12.97167778255126,-49.99999999999998
23.29070498895392,9.647325883655398,-54.99999999999998
7.630811446680482,3.1607855931268887,-59.99999999999998
40.55884662249452,40.5588466224945,-19.999999999999986
39.09590282740036,39.09590282740034,-24.999999999999982
37.121809995466066,37.121809995466045,-29.999999999999982
34.76435538590167,34.76435538590165,-34.999999999999986
31.88693882506888,31.88693882506886,-39.99999999999998
28.31330202440212,28.3133020244021,-44.99999999999998
23.79227692269547,23.792276922695443,-49.99999999999998
17.65408202339978,17.654082023399752,-54.99999999999998
6.05628663578581,6.056286635785796,-59.99999999999997
21.90259446932673,52.87754061900652,-19.999999999999996
21.084622660631407,50.90278198481541,-24.999999999999996
20.092563557374103,48.50773944305595,-29.999999999999996
18.785716469429392,45.35273147939205,-34.99999999999999
17.18315945647529,41.483816604242136,-39.99999999999999
15.306355335649581,36.952810641827,-44.99999999999999
12.723663006736942,30.717639793929166,-49.99999999999999
9.718868607448002,23.463424403023097,-54.99999999999999
3.48988212257283,8.425320751398772,-59.99999999999999
4.7939718278217265e-14,57.19061583577712,-19.999999999999986
4.8432318699407254e-14,54.97214076246334,-24.999999999999986
4.903838326255673e-14,52.242668621700886,-29.999999999999986
4.973438891384483e-14,49.108137829912025,-34.999999999999986
5.0632416086182765e-14,45.063782991202345,-39.999999999999986
5.174076703386024e-14,40.07221407624634,-44.999999999999986
5.3168754771691896e-14,33.641129032258064,-49.99999999999998
5.5121168238824125e-14,24.848240469208207,-54.99999999999998
5.863717293052009e-14,9.013563049853374,-59.99999999999998
-21.82389747315485,52.68754926353042,-19.99999999999998
-21.015464694298544,50.73581988454855,-24.99999999999998
-20.001942773903462,48.28896151856832,-29.99999999999998
-18.67124811136122,45.076380416881335,-34.99999999999998
-17.17362042663626,41.46078734903293,-39.99999999999997
-15.268199216293517,36.86069362099012,-44.99999999999997
-12.814283790207554,30.936417718416834,-49.99999999999997
-9.826182693136886,23.722503524126893,-54.99999999999997
-3.4636497905155466,8.361990299573392,-59.999999999999964
-40.42224644885618,40.4222464488562,-20.0
-38.88439288112165,38.88439288112167,-25.0
-36.9719904501853,36.97199045018532,-30.0
-34.711477899331975,34.71147789933199,-35.0
-31.794403223571933,31.79440322357194,-40.0
-28.330927853258643,28.330927853258643,-45.0
-23.761431722196455,23.76143172219645,-50.0
-17.834746769179446,17.834746769179432,-55.0
-6.686410017407681,6.686410017407638,-60.0
-51.08125871268691,21.15855014188378,-24.999999999999993
-48.57682720868362,20.12118064689117,-29.999999999999993
-45.56575209007735,18.873952495440278,-34.99999999999999
-41.77168229435745,17.302397329462973,-39.99999999999999
-37.16583125251232,15.394591361660463,-44.99999999999999
-31.18398221191596,12.916828360976965,-49.99999999999999
-23.331006185570033,9.664019185873698,-54.99999999999999
-8.897420483187872,3.6854322342726107,-59.999999999999986
-57.6891495601173,6.798646677177576e-14,-19.999999999999986
-55.7074780058651,6.798646677177576e-14,-24.999999999999986
-52.85960410557185,6.798646677177576e-14,-29.999999999999986
-49.65029325513197,6.798646677177576e-14,-34.999999999999986
-45.57478005865103,6.798646677177576e-14,-39.999999999999986
-40.67668621700881,6.798646677177576e-14,-44.999999999999986
-34.40139296187684,6.798646677177576e-14,-49.99999999999998
-26.057184750733143,6.798646677177576e-14,-54.99999999999998
-10.129032258064512,6.798646677177576e-14,-59.99999999999998
-53.61447678570174,-22.207843424175074,-20.0
-51.82395219318445,-21.466183854191854,-25.0
-49.20437441313503,-20.38111921000418,-30.0
-46.40056259141181,-19.21974232710441,-35.0
-42.58346354048267,-17.638648131288093,-40.0
-37.89125279160294,-15.695070801589296,-45.0
-32.208784068726516,-13.341315188812963,-50.0
-24.632159104891286,-10.202974371777849,-55.0
-10.261903854334491,-4.2506197522340585,-60.0
-41.43132515089405,-41.431325150894025,-19.999999999999993
-39.95075552694333,-39.95075552694331,-24.999999999999993
-38.02513372436457,-38.02513372436455,-29.999999999999993
-35.68530494365673,-35.68530494365672,-34.99999999999999
-32.781449639539105,-32.78144963953909,-39.99999999999999
-29.335600098082374,-29.335600098082374,-44.99999999999999
-24.84101373966054,-24.84101373966054,-49.99999999999999
-18.478089522443753,-18.478089522443767,-54.99999999999999
-7.704301633873783,-7.7043016338738255,-59.999999999999986
-22.627560737091713,-54.62776401490764,-20.0
-21.800049898557383,-52.629976125507326,-25.0
-20.772219433403784,-50.148573876713264,-30.0
-19.496374192435862,-47.06841099247934,-35.0
-17.974898933113362,-43.39524478660785,-40.0
-16.086171024988886,-38.83545225518118,-45.0
-13.51063296845551,-32.617553348690265,-50.0
-10.03365659213545,-24.223389824927523,-55.0
-4.1099190621086805,-9.922222339998413,-60.0
-7.141663992904885e-14,-59.377932551319645,-20.0
-6.937013424663315e-14,-57.209310850439884,-25.0
-6.67767175628822e-14,-54.46114369501467,-30.0
-6.37598859103556e-14,-51.264296187683286,-35.0
-5.997267424519547e-14,-47.25109970674487,-40.0
-5.527982500793187e-14,-42.278225806451616,-45.0
-4.916971177796082e-14,-35.803519061583586,-50.0
-4.041913575659708e-14,-26.530791788856305,-55.0
-2.5858365441478383e-14,-11.101173020527852,-60.0
22.64186928185009,-54.66230789772154,-19.999999999999996
21.8477450477523,-52.74512240155351,-24.999999999999996
20.805606037840185,-50.22917626994562,-29.999999999999996
19.539299826711275,-47.172042640920914,-34.99999999999999
17.986822720411986,-43.424031355619434,-39.99999999999999
16.124327144344797,-38.92756927601815,-44.99999999999999
13.615562296684509,-32.87087515599181,-49.99999999999999
10.357983606661733,-25.006384502041243,-54.99999999999999
3.914368950408786,-9.450122608209355,-59.99999999999999
41.726557784241315,-41.726557784241415,-19.99999999999999
40.15345255879368,-40.153452558793774,-24.99999999999999
38.23223721342906,-38.232237213429144,-29.99999999999999
35.93206654764848,-35.93206654764857,-34.999999999999986
33.045837072387414,-33.04583707238749,-39.999999999999986
29.485419643363073,-29.485419643363144,-44.999999999999986
24.79694916751913,-24.796949167519195,-49.999999999999986
18.971612730427324,-18.97161273042738,-54.999999999999986
6.39117738406037,-6.3911773840603985,-59.99999999999998
54.109605772700064,-22.412932565713934,-19.999999999999993
52.08303131428821,-21.573497939880834,-24.999999999999993
49.61314369309877,-20.55043698964674,-29.99999999999999
46.63085514350405,-19.31513262549462,-34.99999999999999
42.88860117200488,-17.765040276655085,-39.99999999999999
38.374867150996664,-15.895390428208632,-44.999999999999986
32.53695095545797,-13.47724636401896,-49.999999999999986
24.977597933029656,-10.346059819363106,-54.999999999999986
11.350036162970397,-4.701338912127447,-59.999999999999986
